漢字,漢字構成
鴻,江＋鳥
鴻,氵＋工＋鳥
鵠,鵠
鵠,吿＋鳥
鵠,告＋鳥
鵠,牛＋口＋鳥
鵠,⺧＋口＋鳥
鵠,丿＋土＋口＋鳥
噛,噛
噛,口＋歯
噛,口＋止＋凵＋米
壕,壕
壕,土＋豪
壕,土＋亠＋口＋冖＋豕
濠,濠
濠,氵＋豪
濠,氵＋亠＋口＋冖＋豕
轟,轟
轟,車
忽,忽
忽,勿＋心
忽,勹＋丿＋心
惚,惚
惚,忄＋忽
惚,忄＋勿＋心
惚,忄＋勹＋丿＋心
坤,坤
坤,土＋申
昏,昏
昏,氏＋日
梱,梱
梱,木＋困
梱,木＋囗
艮,艮
乍,乍
些,些
些,此＋二
些,止＋匕＋一
叉,叉
叉,又＋丶
嵯,嵯
嵯,山＋差
嵯,山＋䒑＋丨＋一＋丆＋工
嵯,山＋丷＋一＋丨＋丿＋工
嵳,嵳
嵳,山＋差
嵳,山＋䒑＋丨＋一＋丆＋工
嵳,山＋丷＋一＋丨＋丿＋工
瑳,瑳
瑳,王＋差
瑳,王＋䒑＋丨＋一＋丆＋工
瑳,王＋丷＋一＋丨＋丿＋工
紗,紗
紗,糸＋少
紗,幺＋小＋丿
蓑,蓑
蓑,艹＋衰
蓑,艹＋衣＋口＋一
蓑,艹＋亠＋口＋一
裟,裟
裟,沙＋衣
裟,氵＋少＋亠
裟,氵＋小＋丿＋亠
坐,坐
坐,从＋土
坐,人＋土
哉,哉
哉,十＋戈＋口
晒,晒
晒,日＋西
晒,日＋一＋儿＋口
柴,柴
柴,此＋木
柴,止＋匕＋木
栖,栖
栖,木＋西
栖,木＋一＋儿＋口
犀,犀
犀,尸＋牛
砦,砦
砦,此＋石
砦,止＋匕＋丆＋口
砦,止＋匕＋一＋丿＋口
榊,榊
榊,木＋神
榊,木＋神
榊,木＋示＋申
榊,木＋礻＋申
朔,朔
朔,屰＋月
朔,䒑＋屮＋月
朔,丷＋一＋凵＋丿＋月
朔,丷＋一＋凵＋丨＋月
窄,窄
窄,穴＋乍
窄,宀＋八＋乍
笹,笹
笹,竹＋世
撒,撒
撒,扌＋散
撒,扌＋龷＋月＋攵
撒,扌＋卄＋一＋月＋攵
撒,扌＋一＋丨＋月＋攵
薩,薩
薩,艹＋隡
薩,艹＋阝＋產
薩,艹＋阝＋産
薩,艹＋阝＋文＋厂＋生
薩,艹＋阝＋产＋生
薩,艹＋阝＋亠＋乂＋厂＋生
薩,艹＋阝＋亠＋丷＋厂＋生
薩,艹＋阝＋亠＋丿＋厂＋生
撰,撰
撰,扌＋巽
撰,扌＋己＋共
撰,扌＋巳＋共
撰,扌＋己＋龷＋八
撰,扌＋巳＋龷＋八
撰,扌＋己＋卄＋一＋八
撰,扌＋巳＋卄＋一＋八
撰,扌＋己＋一＋丨＋八
撰,扌＋巳＋一＋丨＋八
燦,燦
燦,火＋粲
燦,火＋歺＋又＋米
燦,火＋卜＋夕＋又＋米
珊,珊
珊,王＋冊
珊,王＋册
珊,王＋冂＋丨＋一
纂,纂
纂,竹＋䋰
纂,竹＋目＋大＋糸
纂,竹＋具＋糸
纂,竹＋目＋大＋幺＋小
纂,竹＋目＋一＋八＋幺＋小
蒜,蒜
蒜,艹＋祘
蒜,艹＋礻＋示
讃,讃
讃,言＋賛
讃,言＋㚘＋貝
讃,言＋夫＋貝
讃,言＋二＋人＋貝
讃,言＋一＋人＋貝
讚,讚
讚,言＋贊
讚,言＋兟＋貝
讚,言＋先＋貝
讚,言＋丿＋十＋兀＋貝
讚,言＋丿＋十＋一＋儿＋貝
餐,餐
餐,歺＋又＋食
餐,卜＋夕＋又＋食
之,之
仔,仔
仔,亻＋子
偲,偲
偲,亻＋思
偲,亻＋田＋心
匙,匙
匙,是＋匕
匙,日＋一＋龰＋匕
只,只
只,口＋八
屍,屍
屍,尸＋死
屍,尸＋歹＋匕
屍,尸＋一＋夕＋匕
巳,巳
弛,弛
弛,弓＋也
孜,孜
孜,子＋攵
斯,斯
斯,其＋斤
斯,卄＋一＋八＋斤
斯,一＋丨＋八＋斤
梓,梓
梓,木＋辛
梓,木＋立＋十
此,此
此,止＋匕
獅,獅
獅,犭＋師
獅,犭＋𠂤＋帀
獅,犭＋丿＋㠯＋一＋巾
砥,砥
砥,石＋氐
砥,丆＋口＋氏＋一
砥,丆＋口＋氏＋丶
砥,一＋丿＋口＋氏＋丶
笥,笥
笥,竹＋司
笥,竹＋一＋口
蒔,蒔
蒔,艹＋時
蒔,艹＋日＋寺
蒔,艹＋日＋土＋寸
覗,覗
覗,司＋見
覗,一＋口＋見
錫,錫
錫,金＋易
錫,金＋日＋勿
錫,金＋日＋勹＋丿
髭,髭
髭,髟＋此
髭,镸＋彡＋止＋匕
髭,丨＋一＋厶＋彡＋止＋匕
爾,爾
爾,一＋八＋冂＋丨＋㸚
爾,一＋八＋冂＋丨＋爻
爾,一＋八＋冂＋丨＋㐅＋乂
爾,一＋八＋冂＋丨＋㐅＋丿
痔,痔
痔,疒＋寺
痔,疒＋土＋寸
而,而
而,一＋丿＋冂＋丨
馳,馳
馳,馬＋也
鴫,鴫
鴫,田＋鳥
宍,宍
宍,宀＋六
宍,宀＋亠＋八
竺,竺
竺,竹＋二
竺,竹＋一
悉,悉
悉,釆＋心
悉,丿＋米＋心
櫛,櫛
櫛,木＋節
櫛,木＋竹＋即
櫛,木＋竹＋卽
櫛,木＋竹＋皀＋卩
櫛,木＋竹＋白＋匕＋卩
蛭,蛭
蛭,虫＋至
蛭,虫＋一＋厶＋土
姐,姐
姐,女＋且
柘,柘
柘,木＋石
柘,木＋丆＋口
柘,木＋一＋丿＋口
這,這
這,辶＋言
惹,惹
惹,若＋心
惹,艹＋右＋心
惹,艹＋丿＋一＋口＋心
勺,勺
勺,勹＋丶
勺,勹＋一
杓,杓
杓,木＋勺
杓,木＋勹＋丶
杓,木＋勹＋一
灼,灼
灼,火＋勺
灼,火＋勹＋丶
灼,火＋勹＋一
蹟,蹟
蹟,足＋責
蹟,口＋龰＋龶＋貝
蹟,口＋止＋龶＋貝
雀,雀
雀,小＋隹
撞,撞
撞,扌＋童
撞,扌＋立＋里
撞,扌＋立＋甲＋二
撞,扌＋立＋甲＋一
蛛,蛛
蛛,虫＋朱
諏,諏
諏,言＋取
諏,言＋耳＋又
趨,趨
趨,走＋芻
趨,土＋龰＋勹＋屮
趨,土＋龰＋勹＋凵＋丿
趨,土＋龰＋勹＋凵＋丨
嬬,嬬
嬬,女＋需
嬬,女＋雨＋而
嬬,女＋雨＋一＋丿＋冂＋丨
濡,濡
濡,氵＋需
濡,氵＋雨＋而
濡,氵＋雨＋一＋丿＋冂＋丨
竪,竪
竪,臤＋立
竪,臣＋又＋立
豎,豎
豎,臤＋豆
豎,臣＋又＋豆
綬,綬
綬,糸＋受
綬,幺＋小＋爫＋冖＋又
鷲,鷲
鷲,就＋鳥
鷲,京＋尤＋鳥
鷲,亠＋口＋小＋尢＋丶＋鳥
鷲,亠＋口＋小＋一＋丿＋乚＋丶＋鳥
嵩,嵩
嵩,山＋高
嵩,山＋亠＋口＋冋
嵩,山＋亠＋口＋冂
揖,揖
揖,扌＋咠
揖,扌＋口＋耳
柊,柊
柊,木＋冬
柊,木＋夂＋⺀
柊,木＋夂＋丶
楢,楢
楢,木＋酋
楢,木＋八＋酉
楢,木＋丷＋酉
洲,洲
洲,氵＋州
穐,穐
穐,禾＋亀
穐,禾＋⺈＋日＋电
穐,禾＋⺈＋日＋乚
龝,龝
龝,禾＋龜
繍,繍
繍,糸＋粛
繍,幺＋小＋肀＋丿＋丨
萩,萩
萩,艹＋秋
萩,艹＋禾＋火
葺,葺
葺,艹＋咠
葺,艹＋口＋耳
蒐,蒐
蒐,艹＋鬼
輯,輯
輯,車＋咠
輯,車＋口＋耳
酋,酋
酋,八＋酉
酋,丷＋酉
鍬,鍬
鍬,金＋秋
鍬,金＋禾＋火
鰍,鰍
鰍,魚＋秋
鰍,⺈＋田＋灬＋禾＋火
什,什
什,亻＋十
廿,廿
戎,戎
戎,戈＋十
紐,紐
紐,糸＋丑
紐,幺＋小＋丑
夙,夙
夙,几＋歹
夙,几＋一＋夕
峻,峻
峻,山＋夋
峻,山＋厶＋八＋夂
峻,山＋允＋夂
峻,山＋厶＋儿＋夂
竣,竣
竣,立＋夋
竣,立＋厶＋八＋夂
竣,立＋允＋夂
竣,立＋厶＋儿＋夂
舜,舜
舜,爫＋冖＋舛
舜,爫＋冖＋夕＋㐄
遁,遁
遁,辶＋盾
遁,辶＋⺁＋十＋目
醇,醇
醇,酉＋享
醇,酉＋亠＋口＋子
隼,隼
隼,隹＋十
駿,駿
駿,馬＋夋
駿,馬＋厶＋八＋夂
駿,馬＋允＋夂
駿,馬＋厶＋儿＋夂
惇,惇
惇,忄＋享
惇,忄＋亠＋口＋子
楯,楯
楯,木＋盾
楯,木＋⺁＋十＋目
淳,淳
淳,氵＋享
淳,氵＋亠＋口＋子
閏,閏
閏,門＋王
恕,恕
恕,如＋心
恕,女＋口＋心
曙,曙
曙,日＋署
曙,日＋署
曙,日＋罒＋者
曙,日＋罒＋者＋丶
曙,日＋罒＋耂＋丶
杵,杵
杵,木＋午
渚,渚
渚,氵＋者
渚,氵＋耂＋日
疋,疋
疋,乛＋龰
疋,乛＋止
疏,疏
疏,疋＋㐬
疏,乛＋龰＋亠＋厶＋川
疏,乛＋止＋亠＋厶＋川
薯,薯
薯,艹＋署
薯,艹＋署
薯,艹＋罒＋者
薯,艹＋罒＋者＋丶
薯,艹＋罒＋耂＋日＋丶
藷,藷
藷,艹＋諸
藷,艹＋諸
藷,艹＋言＋者
藷,艹＋言＋者＋丶
藷,艹＋言＋耂＋日＋丶
鋤,鋤
鋤,金＋助
鋤,金＋且＋力
黍,黍
黍,禾＋人＋氺
鼠,鼠
鼠,臼
汝,汝
汝,氵＋女
丞,丞
丞,氶＋一
哨,哨
哨,口＋肖
哨,口＋丨＋丷＋月
嘗,嘗
嘗,龸＋口＋旨
嘗,⺌＋冖＋口＋匕＋日
嘗,丨＋丷＋冖＋口＋匕＋日
妾,妾
妾,立＋女
娼,娼
娼,女＋昌
娼,女＋日
庄,庄
庄,广＋土
廠,廠
廠,广＋敞
廠,广＋尚＋攵
廠,广＋尙＋攵
廠,广＋⺌＋冋＋攵
廠,广＋小＋冋＋攵
廠,广＋丨＋丷＋冂＋口＋攵
廠,广＋小＋冂＋口＋攵
厰,厰
厰,厂＋敞
厰,厂＋尚＋攵
厰,厂＋尙＋攵
厰,厂＋⺌＋冋＋攵
厰,厂＋小＋冋＋攵
厰,厂＋丨＋丷＋冂＋口＋攵
厰,厂＋小＋冂＋口＋攵
捷,捷
捷,扌＋疌
摺,摺
摺,扌＋習
摺,扌＋羽＋白
昌,昌
昌,日
梢,梢
梢,木＋肖
梢,木＋丨＋丷＋月
樟,樟
樟,木＋章
樟,木＋立＋早
樟,木＋立＋日＋十
樵,樵
樵,木＋焦
樵,木＋隹＋灬
橡,橡
橡,木＋象
湘,湘
湘,氵＋相
湘,沐＋目
湘,氵＋木＋目
甥,甥
甥,生＋男
甥,生＋田＋力
秤,秤
秤,禾＋平
秤,禾＋干＋丷
秤,禾＋干＋八
篠,篠
篠,竹＋條
篠,竹＋亻＋丨＋条
篠,竹＋亻＋丨＋夂＋木
篠,竹＋亻＋丨＋攵＋木
菖,菖
菖,艹＋昌
菖,艹＋日
蒋,蒋
蒋,艹＋将
蒋,艹＋丬＋寽
蒋,艹＋丬＋爫＋寸
蕉,蕉
蕉,艹＋焦
蕉,艹＋隹＋灬
蛸,蛸
蛸,虫＋肖
蛸,虫＋丨＋丷＋月
裳,裳
裳,龸＋口＋衣
裳,⺌＋冖＋口＋亠
裳,丨＋丷＋冖＋口＋亠
醤,醤
醤,将＋酉
醤,丬＋寽＋酉
醤,丬＋爫＋寸＋酉
鉦,鉦
鉦,金＋正
鉦,金＋一＋止
錆,錆
錆,金＋靑
錆,金＋青
錆,金＋龶＋円
錆,金＋龶＋月
鍾,鍾
鍾,金＋重
鎗,鎗
鎗,金＋倉
鎗,金＋亼＋口
鎗,金＋亽＋口
鎗,金＋人＋一＋口
鎗,金＋人＋丶＋口
鞘,鞘
鞘,革＋肖
鞘,革＋丨＋丷＋月
鯖,鯖
鯖,魚＋靑
鯖,魚＋青
鯖,⺈＋田＋灬＋龶＋円
鯖,⺈＋田＋灬＋龶＋月
帖,帖
帖,巾＋占
帖,巾＋卜＋口
擾,擾
擾,扌＋憂
擾,扌＋㥑＋夂
擾,扌＋心＋夂
杖,杖
杖,木＋丈
瀞,瀞
瀞,氵＋靜
瀞,氵＋静
瀞,氵＋靑＋爭
瀞,氵＋青＋爭
瀞,氵＋青＋争
瀞,氵＋龶＋円＋爫＋彐＋亅
瀞,氵＋龶＋月＋爫＋彐＋亅
瀞,氵＋龶＋月＋⺈＋彐＋亅
牒,牒
牒,片＋枼
牒,片＋世＋木
穣,穣
穣,禾＋㐮
穣,禾＋衣＋八＋井＋一
穣,禾＋亠＋八＋二＋丿＋丨＋一
茸,茸
茸,艹＋耳
鄭,鄭
鄭,奠＋阝
鄭,酋＋大＋阝
鄭,八＋酉＋大＋阝
鄭,丷＋酉＋大＋阝
埴,埴
埴,土＋直
埴,土＋十＋目
燭,燭
燭,火＋蜀
燭,火＋罒＋勹＋虫
粟,粟
粟,覀＋米
粟,西＋米
粟,襾＋米
粟,一＋儿＋口＋米
蝕,蝕
蝕,食＋虫
晋,晋
晋,亚＋日
晋,一＋业＋日
榛,榛
榛,木＋秦
榛,木＋三＋人＋禾
榛,木＋一＋人＋禾
槙,槙
槙,木＋真
槙,木＋十＋具
槙,木＋十＋目＋一＋八
疹,疹
疹,疒＋㐱
疹,疒＋人＋彡
矧,矧
矧,矢＋引
矧,矢＋弓＋丨
秦,秦
秦,三＋人＋禾
秦,一＋人＋禾
訊,訊
訊,言＋卂
訊,言＋⺄＋十
賑,賑
賑,貝＋辰
辰,辰
儘,儘
儘,亻＋盡
儘,亻＋⺻＋灬＋皿
儘,亻＋肀＋一＋灬＋皿
塵,塵
塵,鹿＋土
塵,广＋比＋土
壬,壬
壬,丿＋士
稔,稔
稔,禾＋念
稔,禾＋今＋心
稔,禾＋亼＋心
稔,禾＋亽＋心
稔,禾＋人＋一＋心
稔,禾＋人＋丶＋心
荏,荏
荏,艹＋任
荏,艹＋亻＋壬
荏,艹＋亻＋丿＋士
靱,靱
靱,革＋刄
靱,革＋刀＋乀
靭,靭
靭,革＋刃
靭,革＋刀＋丶
靭,革＋刀＋丿
蘇,蘇
蘇,艹＋穌
蘇,艹＋魚＋禾
蘇,艹＋⺈＋田＋灬＋禾
雛,雛
雛,芻＋隹
雛,勹＋屮＋隹
雛,勹＋凵＋丿＋隹
雛,勹＋凵＋丨＋隹
厨,厨
厨,厂＋豆＋寸
廚,廚
廚,广＋尌
廚,广＋壴＋寸
廚,广＋十＋豆＋寸
杜,杜
杜,木＋土
逗,逗
逗,辶＋豆
翠,翠
翠,羽＋卒
翠,羽＋亠＋从＋十
翠,羽＋亠＋人＋十
翆,翆
翆,羽＋卆
翆,羽＋九＋十
錘,錘
錘,金＋垂
錐,錐
錐,金＋隹
瑞,瑞
瑞,王＋耑
瑞,王＋山＋而
瑞,王＋山＋一＋丿＋冂＋丨
蕊,蕊
蕊,艹＋惢
蕊,艹＋心
蕋,蕋
蕋,艹＋歮
蕋,艹＋止
蘂,蘂
蘂,艹＋橤
蘂,蕊＋木
蘂,艹＋惢＋木
蘂,艹＋心＋木
椙,椙
椙,木＋昌
椙,木＋日
吋,吋
吋,口＋寸
棲,棲
棲,木＋妻
棲,木＋一＋彐＋丨＋女
靖,靖
靖,立＋青
靖,立＋靑
靖,立＋龶＋月
靖,立＋龶＋円
脆,脆
脆,月＋危
脆,月＋厃＋㔾
脆,月＋⺈＋厂＋㔾
貰,貰
貰,世＋貝
汐,汐
汐,氵＋夕
碩,碩
碩,石＋頁
碩,丆＋口＋頁
碩,一＋丿＋口＋頁
屑,屑
屑,尸＋肖
屑,尸＋丨＋丷＋月
鱈,鱈
鱈,魚＋雪
鱈,⺈＋田＋灬＋雨＋彐
尖,尖
尖,小＋大
揃,揃
揃,扌＋前
揃,扌＋䒑＋刖
揃,扌＋丷＋一＋月＋刂
栴,栴
栴,木＋𠂉＋丹
煽,煽
煽,火＋扇
煽,火＋戸＋羽
煽,火＋戶＋羽
穿,穿
穿,穴＋牙
穿,宀＋八＋牙
箭,箭
箭,竹＋前
箭,竹＋䒑＋刖
箭,竹＋丷＋一＋月＋刂
舛,舛
舛,夕＋㐄
苫,苫
苫,艹＋占
苫,艹＋卜＋口
茜,茜
茜,艹＋西
茜,艹＋一＋儿＋口
蝉,蝉
蝉,虫＋単
蝉,虫＋单
蝉,虫＋⺍＋日＋十
蝉,虫＋丷＋日＋十
賤,賤
賤,貝＋戔
賤,貝＋戈
賎,賎
賎,貝＋㦮
釧,釧
釧,金＋川
銑,銑
銑,金＋先
銑,金＋丿＋十＋兀
銑,金＋丿＋十＋一＋儿
閃,閃
閃,門＋人
苒,苒
苒,艹＋冉
苒,艹＋冂＋丨＋一
糎,糎
糎,米＋厘
糎,米＋厂＋里
糎,米＋厂＋甲＋二
糎,米＋厂＋甲＋一
噌,噌
噌,口＋曾
噌,口＋八＋日
噌,口＋丷＋日
岨,岨
岨,山＋且
楚,楚
楚,林＋疋
楚,木＋乛＋龰
楚,木＋乛＋止
叢,叢
叢,丵＋取
叢,业＋丷＋干＋耳＋又
宋,宋
宋,宀＋木
匝,匝
匝,匚＋巾
惣,惣
惣,物＋心
惣,牛＋勿＋心
惣,牛＋勹＋丿＋心
掻,掻
掻,扌＋又＋虫
槍,槍
槍,木＋倉
槍,木＋亼＋口
槍,木＋亽＋口
槍,木＋人＋一＋口
槍,木＋人＋丶＋口
湊,湊
湊,氵＋奏
湊,氵＋三＋人＋天
湊,氵＋三＋人＋夭
湊,氵＋一＋人＋丿＋大
漕,漕
漕,氵＋曹
漕,氵＋一＋曲＋日
甑,甑
甑,曾＋瓦
甑,八＋日＋瓦
甑,丷＋日＋瓦
竈,竈
竈,穴＋土＋黽
竈,宀＋八＋土＋黽
竃,竃
竃,穴＋土＋日＋电
竃,宀＋八＋土＋日＋乚
糟,糟
糟,米＋曹
糟,米＋一＋曲＋日
綜,綜
綜,糸＋宗
綜,幺＋小＋宀＋示
聡,聡
聡,耳＋忩
聡,耳＋公＋心
聡,耳＋八＋厶＋心
葱,葱
葱,艹＋怱
葱,艹＋匆＋心
葱,艹＋勿＋丶＋心
葱,艹＋勹＋丿＋丶＋心
蒼,蒼
蒼,艹＋倉
蒼,艹＋亼＋口
蒼,艹＋亽＋口
蒼,艹＋人＋一＋口
蒼,艹＋人＋丶＋口
藪,藪
藪,艹＋數
藪,艹＋婁＋攵
藪,艹＋口＋一＋丨＋女＋攵
薮,薮
薮,艹＋数
薮,艹＋娄＋攵
薮,艹＋米＋女＋攵
蚤,蚤
蚤,㕚＋虫
蚤,丶＋叉＋虫
蚤,又＋丶＋虫
鰺,鰺
鰺,魚＋參
鰺,⺈＋田＋灬＋厽＋㐱
鰺,⺈＋田＋灬＋厶＋厸＋人＋彡
鯵,鯵
鯵,魚＋参
鯵,⺈＋田＋灬＋厶＋大＋彡
噂,噂
噂,口＋尊
噂,口＋酋＋寸
噂,口＋八＋酉＋寸
噂,口＋丷＋酉＋寸
巽,巽
巽,己＋共
巽,巳＋共
巽,己＋龷＋八
巽,巳＋龷＋八
巽,己＋卄＋一＋八
巽,巳＋卄＋一＋八
巽,己＋一＋丨＋八
巽,巳＋一＋丨＋八
樽,樽
樽,木＋尊
樽,木＋酋＋寸
樽,木＋八＋酉＋寸
樽,木＋丷＋酉＋寸
鱒,鱒
鱒,魚＋尊
鱒,⺈＋田＋灬＋酋＋寸
鱒,⺈＋田＋灬＋八＋酉＋寸
鱒,⺈＋田＋灬＋丷＋酉＋寸
柁,柁
柁,木＋它
柁,木＋宀＋匕
舵,舵
舵,舟＋它
舵,舟＋宀＋匕
詑,詑
詑,言＋它
詑,言＋宀＋匕
詫,詫
詫,言＋宅
詫,言＋宀＋乇
詫,言＋宀＋丿＋七
陀,陀
陀,阝＋它
陀,阝＋宀＋匕
騨,騨
騨,馬＋単
騨,馬＋⺍＋日＋十
楕,楕
楕,木＋左＋月
楕,木＋一＋丿＋工＋月
橢,橢
橢,木＋隋
橢,木＋阝＋左＋月
橢,木＋阝＋一＋丿＋工＋月
雫,雫
雫,雨＋下
呆,呆
呆,口＋木
岱,岱
岱,代＋山
岱,亻＋弋＋山
梯,梯
梯,木＋弟
梯,木＋弚＋丿
梯,木＋八＋弔＋丿
梯,木＋丷＋弔＋丿
梯,木＋八＋弓＋丨＋丿
梯,木＋丷＋弓＋丨＋丿
殆,殆
殆,歹＋台
殆,一＋夕＋厶＋口
碓,碓
碓,石＋隹
碓,丆＋口＋隹
碓,一＋丿＋口＋隹
腿,腿
腿,月＋退
腿,月＋辶＋艮
苔,苔
苔,艹＋台
苔,艹＋厶＋口
鎚,鎚
鎚,金＋追
鎚,金＋辶＋𠂤
鎚,金＋辶＋丿＋㠯
黛,黛
黛,代＋黒
黛,代＋黑
黛,亻＋弋＋里＋灬
黛,亻＋弋＋口＋丷＋丨＋二＋灬
黛,亻＋弋＋甲＋二＋灬
黛,亻＋弋＋口＋丷＋丨＋一＋灬
黛,亻＋弋＋甲＋一＋灬
乃,乃
悌,悌
悌,忄＋弟
悌,忄＋弚＋丿
悌,忄＋八＋弔＋丿
悌,忄＋丷＋弔＋丿
悌,忄＋八＋弓＋丨＋丿
悌,忄＋丷＋弓＋丨＋丿
迺,迺
迺,辶＋西
迺,辶＋一＋儿＋口
廼,廼
廼,廴＋西
廼,廴＋一＋儿＋口
醍,醍
醍,酉＋是
醍,酉＋日＋一＋龰
啄,啄
啄,口＋豖
啄,口＋豕＋丶
托,托
托,扌＋乇
托,扌＋丿＋七
擢,擢
擢,扌＋翟
擢,扌＋羽＋隹
琢,琢
琢,王＋豕
鐸,鐸
鐸,金＋睪
鐸,金＋罒＋幸
凧,凧
凧,几＋巾
韃,韃
韃,革＋達
韃,革＋辶＋土＋羊
捺,捺
捺,扌＋奈
捺,扌＋大＋示
坦,坦
坦,土＋旦
坦,土＋日＋一
椴,椴
椴,木＋段
椴,木＋殳
椴,木＋几＋又
檀,檀
檀,木＋亶
檀,木＋㐭＋旦
檀,木＋亠＋回＋日＋一
檀,木＋亠＋囗＋口＋日＋一
歎,歎
歎,廿＋口＋夫＋欠
歎,艹＋口＋夫＋欠
歎,廿＋口＋二＋人＋丿＋乛
歎,艹＋口＋二＋人＋丿＋乛
歎,廿＋口＋一＋人＋丿＋乛
歎,艹＋口＋一＋人＋丿＋乛
湛,湛
湛,氵＋甚
湛,氵＋卄＋一＋儿
湛,氵＋一＋丨＋儿
灘,灘
灘,氵＋難
灘,氵＋難
灘,氵＋廿＋口＋夫＋隹
灘,氵＋艹＋口＋夫＋隹
灘,氵＋廿＋口＋二＋人＋隹
灘,氵＋艹＋口＋二＋人＋隹
灘,氵＋廿＋口＋一＋人＋隹
灘,氵＋艹＋口＋一＋人＋隹
箪,箪
箪,竹＋単
箪,竹＋单
箪,竹＋⺍＋日＋十
箪,竹＋丷＋日＋十
耽,耽
耽,耳＋冘
耽,耳＋冖＋丿＋乚
蛋,蛋
蛋,疋＋虫
蛋,乛＋龰＋虫
蛋,乛＋止＋虫
智,智
智,知＋日
智,矢＋口＋日
薙,薙
薙,艹＋雉
薙,艹＋矢＋隹
蜘,蜘
蜘,虫＋知
蜘,虫＋矢＋口
筑,筑
筑,竹＋巩
筑,竹＋工＋卂
筑,竹＋工＋凡
筑,竹＋工＋⺄＋十
筑,竹＋工＋几＋丶
丑,丑
紬,紬
紬,糸＋由
紬,幺＋小＋由
註,註
註,言＋主
註,言＋丶＋王
儲,儲
儲,亻＋諸
儲,亻＋諸
儲,亻＋言＋者
儲,亻＋言＋者＋丶
儲,亻＋言＋耂＋日＋丶
樗,樗
樗,木＋雩
樗,木＋雨＋亏
樗,木＋雨＋一＋丂
樗,木＋雨＋二
瀦,瀦
瀦,氵＋豬
瀦,氵＋豕＋者
瀦,氵＋豕＋者＋丶
瀦,氵＋豕＋耂＋日＋丶
潴,潴
潴,氵＋猪
潴,氵＋猪
潴,氵＋犭＋者
潴,氵＋犭＋者＋丶
潴,氵＋犭＋耂＋日＋丶
猪,猪
猪,犭＋者
猪,犭＋耂＋日
苧,苧
苧,艹＋宁
苧,艹＋宀＋丁
苧,艹＋宀＋一＋亅
凋,凋
凋,冫＋周
凋,冫＋土＋口
吊,吊
吊,口＋巾
喋,喋
喋,口＋枼
喋,口＋世＋木
寵,寵
寵,宀＋龍
寵,宀＋立＋月
挺,挺
挺,扌＋廷
挺,扌＋廴＋壬
挺,扌＋廴＋丿＋士
暢,暢
暢,申＋昜
暢,申＋旦＋勿
暢,申＋日＋一＋勹＋丿
肇,肇
肇,戸＋攵＋聿
肇,戶＋攵＋聿
肇,戸＋攵＋肀＋二
肇,戶＋攵＋肀＋二
肇,戸＋攵＋肀＋一
肇,戶＋攵＋肀＋一
脹,脹
脹,月＋長
蔦,蔦
蔦,艹＋鳥
蝶,蝶
蝶,虫＋枼
蝶,虫＋世＋木
諜,諜
諜,言＋枼
諜,言＋世＋木
釘,釘
釘,金＋丁
釘,金＋一＋亅
銚,銚
銚,金＋兆
鯛,鯛
鯛,魚＋周
鯛,⺈＋田＋灬＋土＋口
椿,椿
椿,木＋春
椿,木＋三＋人＋日
椿,木＋一＋人＋日
砧,砧
砧,石＋占
砧,丆＋口＋卜
砧,一＋丿＋口＋卜
槌,槌
槌,木＋追
槌,木＋辶＋𠂤
槌,木＋辶＋丿＋㠯
栂,栂
栂,木＋母
辻,辻
辻,辶＋十
剃,剃
剃,弟＋刂
剃,弚＋丿＋刂
剃,八＋弔＋丿＋刂
剃,丷＋弔＋丿＋刂
剃,八＋弓＋丨＋丿＋刂
剃,丷＋弓＋丨＋丿＋刂
汀,汀
汀,氵＋丁
汀,氵＋一＋亅
碇,碇
碇,石＋定
碇,丆＋口＋宀＋一＋龰
碇,一＋丿＋口＋宀＋龰
禎,禎
禎,礻＋貞
禎,礻＋卜＋貝
綴,綴
綴,糸＋叕
綴,幺＋小＋双
綴,幺＋小＋又
蹄,蹄
蹄,足＋帝
蹄,口＋龰＋亠＋丷＋冖＋巾
蹄,口＋止＋亠＋丷＋冖＋巾
鵜,鵜
鵜,弟＋鳥
鵜,弚＋丿＋鳥
鵜,八＋弔＋丿＋鳥
鵜,丷＋弔＋丿＋鳥
鵜,八＋弓＋丨＋丿＋鳥
鵜,丷＋弓＋丨＋丿＋鳥
鼎,鼎
鼎,目
禰,禰
禰,示＋爾
禰,礻＋爾
禰,示＋一＋八＋冂＋丨＋㸚
禰,礻＋一＋八＋冂＋丨＋㸚
禰,示＋一＋八＋冂＋丨＋爻
禰,礻＋一＋八＋冂＋丨＋爻
禰,示＋一＋八＋冂＋丨＋㐅＋乂
禰,礻＋一＋八＋冂＋丨＋㐅＋乂
禰,示＋一＋八＋冂＋丨＋㐅＋丿
禰,礻＋一＋八＋冂＋丨＋㐅＋丿
祢,祢
祢,礻＋尓
祢,礻＋尔
祢,示＋尓
祢,示＋尔
祢,礻＋𠂉＋小
祢,礻＋丿＋乛＋小
祢,示＋𠂉＋小
祢,示＋丿＋乛＋小
荻,荻
荻,艹＋狄
荻,艹＋犭＋火
鏑,鏑
鏑,金＋啇
鏑,金＋亠＋丷＋冂＋古
鏑,金＋亠＋丷＋冂＋十＋口
姪,姪
姪,女＋至
姪,女＋一＋厶＋土
畷,畷
畷,田＋叕
畷,田＋双
畷,田＋又
轍,轍
轍,車＋育＋攵
